year,country_residence_iso3,n_billionaires,total_wealth,median_wealth,median_age,share_self_made
2012,ARG,6,17300000000,1750000000,72,0.5
2012,AUS,13,37600000000,2100000000,72.5,0.7692307692307693
2012,AUT,4,18500000000,5000000000,69,0.75
2012,BEL,1,3600000000,3600000000,86,1
2012,BHS,1,3800000000,3800000000,75,1
2012,BRA,33,141900000000,2700000000,64.5,0.5454545454545454
2012,CAN,21,74100000000,2600000000,72.5,0.7142857142857143
2012,CHE,31,116800000000,2700000000,64,0.5161290322580645
2012,CHL,5,40900000000,9300000000,66,0.4
2012,CHN,102,215350000000,1600000000,51,0.9509803921568627
2012,COL,1,12400000000,12400000000,79,1
2012,CYM,1,2400000000,2400000000,65,1
2012,CYP,1,1000000000,1000000000,59,1
2012,CZE,2,9600000000,4800000000,52,1
2012,DEU,45,208500000000,2600000000,68,0.3333333333333333
2012,DNK,3,11100000000,3600000000,64,0.3333333333333333
2012,DOM,1,4200000000,4200000000,66,0
2012,EGY,6,15900000000,2300000000,60.5,0.6666666666666666
2012,ESP,12,61000000000,1800000000,65.5,0.5833333333333334
2012,FIN,1,2000000000,2000000000,55,0
2012,FRA,15,115900000000,3400000000,69.5,0.3333333333333333
2012,GBR,51,196500000000,2400000000,59.5,0.7843137254901961
2012,GEO,1,6400000000,6400000000,56,1
2012,HKG,37,151600000000,2000000000,64,0.7027027027027027
2012,IDN,10,27800000000,1950000000,63,0.5
2012,IND,42,169900000000,2150000000,60,0.42857142857142855
2012,IRL,4,10900000000,2200000000,64.5,0.75
2012,ISR,8,21100000000,1900000000,59,0.875
2012,ITA,12,42100000000,2100000000,70.5,0.8333333333333334
2012,JPN,21,64200000000,2500000000,67,0.7142857142857143
2012,KAZ,5,13400000000,2800000000,58,1
2012,KOR,19,45300000000,1800000000,52,0.10526315789473684
2012,KWT,4,5200000000,1200000000,33,0
2012,LBN,3,7700000000,3000000000,56,0.6666666666666666
2012,MAR,2,3900000000,1950000000,66.5,0.5
2012,MCO,4,36400000000,7400000000,65.5,0.25
2012,MEX,9,123800000000,2000000000,64,0.4444444444444444
2012,MYS,8,32900000000,3750000000,73,0.875
2012,NGA,2,15500000000,7750000000,56,1
2012,NLD,4,7600000000,1750000000,71.5,1
2012,NOR,5,12600000000,2100000000,55,0.8
2012,NZL,1,5700000000,5700000000,56,1
2012,PER,2,4200000000,2100000000,50,0
2012,PHL,6,17800000000,2000000000,75.5,0.8333333333333334
2012,POL,4,8300000000,2150000000,52.5,1
2012,PRT,3,7900000000,2500000000,77,0.3333333333333333
2012,RUS,86,329400000000,1800000000,49,1
2012,SAU,8,50800000000,4050000000,67,0.75
2012,SGP,7,17400000000,2300000000,58,0.7142857142857143
2012,SWE,6,44600000000,3300000000,64,0.3333333333333333
2012,THA,3,14400000000,5500000000,67,0.3333333333333333
2012,TUR,34,54300000000,1300000000,64,0.5294117647058824
2012,TWN,15,34200000000,1700000000,60,0.6666666666666666
2012,UKR,9,33000000000,1900000000,46,1
2012,USA,416,1626800000000,2200000000,66,0.6995192307692307
2012,VEN,1,3400000000,3400000000,46,0
2012,VGB,1,4200000000,4200000000,61,1
2012,ZAF,2,9500000000,4750000000,58,0.5
2012,NA,61,190450000000,1900000000,68,0.639344262295082
2013,AGO,1,2000000000,2000000000,40,0
2013,ARE,8,17950000000,1675000000,59,0.25
2013,ARG,7,18300000000,1500000000,68,0.42857142857142855
2013,AUS,15,36900000000,2100000000,75,0.8666666666666667
2013,AUT,5,22500000000,4800000000,68,0.8
2013,BEL,1,3700000000,3700000000,87,1
2013,BHS,1,4200000000,4200000000,76,1
2013,BRA,35,136100000000,2400000000,65,0.6
2013,CAN,25,82000000000,2000000000,73.5,0.76
2013,CHE,40,167250000000,2850000000,65,0.5
2013,CHL,14,61350000000,3400000000,63,0.21428571428571427
2013,CHN,131,284510000000,1450000000,50,0.9465648854961832
2013,COL,2,19300000000,9650000000,81,1
2013,CYM,1,2400000000,2400000000,66,1
2013,CYP,1,1100000000,1100000000,60,1
2013,CZE,3,13400000000,2000000000,48,1
2013,DEU,46,249950000000,3050000000,68.5,0.34782608695652173
2013,DNK,6,18500000000,2450000000,62.5,0.16666666666666666
2013,DOM,1,4400000000,4400000000,67,0
2013,EGY,6,17150000000,2100000000,61.5,0.6666666666666666
2013,ESP,17,90150000000,1800000000,66,0.47058823529411764
2013,FIN,1,3100000000,3100000000,56,0
2013,FRA,22,133100000000,2600000000,69,0.22727272727272727
2013,GBR,55,227950000000,2600000000,61,0.7090909090909091
2013,GEO,1,5300000000,5300000000,57,1
2013,GGY,1,1500000000,1500000000,60,1
2013,HKG,43,193900000000,2300000000,65.5,0.6744186046511628
2013,IDN,20,44750000000,1600000000,68,0.45
2013,IND,50,175000000000,1950000000,61.5,0.38
2013,IRL,4,11400000000,2200000000,65.5,0.75
2013,ISR,13,30150000000,1800000000,58,0.7692307692307693
2013,ITA,18,62600000000,2000000000,70,0.7777777777777778
2013,JPN,18,55500000000,1850000000,67,0.7222222222222222
2013,KAZ,7,13400000000,2100000000,55,0.8571428571428571
2013,KOR,20,47400000000,1500000000,58,0.2
2013,KWT,4,4950000000,1250000000,67,0
2013,LBN,3,8900000000,3500000000,57,0.6666666666666666
2013,MAR,2,4400000000,2200000000,67.5,0.5
2013,MCO,6,26850000000,4400000000,59.5,0.3333333333333333
2013,MEX,14,144500000000,2450000000,65,0.35714285714285715
2013,MYS,9,36250000000,2800000000,74,0.8888888888888888
2013,NGA,2,20800000000,10400000000,57,1
2013,NLD,4,8700000000,1950000000,72.5,1
2013,NOR,5,15800000000,3000000000,56,0.8
2013,NPL,1,1000000000,1000000000,57,0
2013,NZL,2,6500000000,3250000000,62,0.5
2013,PER,8,19500000000,1850000000,69,0.5
2013,PHL,10,38650000000,2700000000,76,0.7
2013,POL,4,9800000000,2450000000,53.5,1
2013,PRT,3,8549999999.999999,3000000000,78,0.3333333333333333
2013,ROU,1,1100000000,1100000000,58,1
2013,RUS,99,369850000000,1900000000,50,1
2013,SAU,9,56900000000,2600000000,63.5,0.7777777777777778
2013,SGP,15,42250000000,2000000000,62.5,0.5333333333333333
2013,SWE,7,53300000000,3900000000,65,0.42857142857142855
2013,THA,9,36900000000,1850000000,66,0.6666666666666666
2013,TUR,41,71900000000,1400000000,62,0.43902439024390244
2013,TWN,17,37850000000,1750000000,65,0.6470588235294118
2013,UKR,9,30900000000,1700000000,47,1
2013,USA,430,1847050000000,2350000000,66.5,0.7
2013,VEN,2,5400000000,2700000000,50,0.5
2013,VGB,1,4600000000,4600000000,62,1
2013,VNM,1,1500000000,1500000000,44,1
2013,ZAF,6,22000000000,3200000000,64.5,0.5
2013,NA,63,237000000000,2100000000,70,0.7142857142857143
2014,AGO,1,3700000000,3700000000,40,0
2014,ARE,12,30100000000,1800000000,63,0.5
2014,ARG,5,16400000000,1900000000,81,0.4
2014,AUS,23,71550000000,2000000000,69,0.6521739130434783
2014,AUT,5,22800000000,3200000000,69,0.6
2014,BEL,1,4900000000,4900000000,88,1
2014,BHS,1,5000000000,5000000000,77,1
2014,BMU,1,1300000000,1300000000,76,1
2014,BRA,54,145850000000,1675000000,64,0.4444444444444444
2014,CAN,27,98750000000,2100000000,76,0.7037037037037037
2014,CHE,54,225950000000,2900000000,60.5,0.42592592592592593
2014,CHL,11,38650000000,2400000000,65,0.36363636363636365
2014,CHN,162,399200000000,1700000000,51,0.9629629629629629
2014,COL,2,16600000000,8300000000,82,1
2014,CYM,1,2500000000,2500000000,67,1
2014,CYP,1,1200000000,1200000000,61,1
2014,CZE,5,17400000000,1600000000,49,1
2014,DEU,57,271600000000,3400000000,67,0.3508771929824561
2014,DNK,6,26900000000,3850000000,63.5,0.16666666666666666
2014,DOM,1,4000000000,4000000000,68,0
2014,DZA,1,3200000000,3200000000,70,1
2014,EGY,7,20400000000,2400000000,59,0.5714285714285714
2014,ESP,23,118150000000,2100000000,67,0.4782608695652174
2014,FIN,4,6600000000,1100000000,52.5,0
2014,FRA,33,179950000000,2400000000,73.5,0.36363636363636365
2014,GBR,69,293450000000,2400000000,61,0.6956521739130435
2014,GEO,1,5200000000,5200000000,58,1
2014,GGY,1,2400000000,2400000000,61,1
2014,HKG,51,220900000000,2400000000,65,0.6274509803921569
2014,IDN,16,40350000000,1800000000,71.5,0.4375
2014,IND,49,170900000000,1850000000,62,0.40816326530612246
2014,IRL,4,12700000000,2350000000,66.5,0.75
2014,ISR,14,36050000000,2150000000,60,0.7857142857142857
2014,ITA,30,105950000000,2150000000,70,0.6333333333333333
2014,JPN,25,95050000000,2100000000,68,0.76
2014,KAZ,7,12550000000,1700000000,56,0.8571428571428571
2014,KOR,26,58640000000,1450000000,57,0.2692307692307692
2014,KWT,3,3850000000,1300000000,68,0
2014,LBN,3,7700000000,3100000000,58,0.6666666666666666
2014,LTU,1,1000000000,1000000000,46,1
2014,MAC,2,2800000000,1400000000,64,1
2014,MAR,3,5450000000,1400000000,56,0.3333333333333333
2014,MCO,9,40400000000,3100000000,59,0.3333333333333333
2014,MEX,14,137300000000,3800000000,66,0.42857142857142855
2014,MYS,13,42800000000,1800000000,66,0.8461538461538461
2014,NGA,4,33300000000,3550000000,58,0.75
2014,NLD,4,10700000000,2050000000,73.5,1
2014,NOR,6,17400000000,2600000000,56,0.5
2014,NPL,1,1100000000,1100000000,58,0
2014,NZL,2,8250000000,4125000000,63,0.5
2014,OMN,1,1200000000,1200000000,62,1
2014,PER,8,11750000000,1350000000,69,0.5
2014,PHL,9,39100000000,3900000000,79,0.5555555555555556
2014,POL,4,9200000000,2350000000,51.5,1
2014,PRT,3,10600000000,2800000000,79,0.3333333333333333
2014,ROU,1,1200000000,1200000000,59,1
2014,RUS,105,368650000000,1800000000,51,1
2014,SAU,8,50200000000,2750000000,67,0.75
2014,SGP,19,53050000000,2100000000,60,0.5789473684210527
2014,SWE,10,71800000000,4150000000,66,0.3
2014,THA,9,33700000000,1750000000,65.5,0.6666666666666666
2014,TUR,23,41600000000,1550000000,66,0.5217391304347826
2014,TWN,23,50900000000,1900000000,68,0.6956521739130435
2014,TZA,1,1000000000,1000000000,49,1
2014,UGA,1,1100000000,1100000000,58,1
2014,UKR,8,25600000000,1800000000,49,1
2014,USA,485,2317400000000,2600000000,66,0.6948453608247422
2014,VEN,2,5000000000,2500000000,51,0.5
2014,VGB,1,5000000000,5000000000,63,1
2014,VIR,1,2500000000,2500000000,64,1
2014,VNM,1,1600000000,1600000000,45,1
2014,ZAF,7,24100000000,2700000000,63,0.5714285714285714
2014,NA,59,221400000000,1900000000,81,0.5254237288135594
2015,AGO,1,3300000000,3300000000,41,0
2015,ARE,15,41100000000,2200000000,65,0.5333333333333333
2015,ARG,5,15050000000,1900000000,82,0.4
2015,AUS,24,66550000000,1700000000,69.5,0.75
2015,AUT,4,21700000000,4650000000,69,0.75
2015,BEL,2,6200000000,3100000000,69.5,1
2015,BHR,1,1450000000,1450000000,70,0
2015,BHS,1,5400000000,5400000000,78,1
2015,BMU,1,1550000000,1550000000,77,1
2015,BRA,45,129350000000,1800000000,65,0.28888888888888886
2015,CAN,32,111300000000,1900000000,73.5,0.71875
2015,CHE,59,253950000000,2700000000,61.5,0.4406779661016949
2015,CHL,11,37450000000,2500000000,66,0.36363636363636365
2015,CHN,223,590200000000,1550000000,52,0.968609865470852
2015,COL,2,15400000000,7700000000,83,1
2015,CYM,1,2500000000,2500000000,68,1
2015,CYP,1,1100000000,1100000000,62,1
2015,CZE,5,15450000000,1800000000,50,1
2015,DEU,73,297800000000,2449999999.9999995,65.5,0.410958904109589
2015,DNK,5,25700000000,3900000000,66,0.2
2015,DOM,1,3600000000,3600000000,69,0
2015,DZA,1,3100000000,3100000000,71,1
2015,EGY,7,21450000000,2900000000,60,0.5714285714285714
2015,ESP,21,116700000000,2200000000,68,0.5238095238095238
2015,FIN,5,8050000000,1150000000.0000002,56,0
2015,FRA,36,184800000000,1900000000,72,0.4166666666666667
2015,GBR,70,285100000000,2550000000,62,0.7
2015,GEO,1,5200000000,5200000000,59,1
2015,GGY,1,1800000000,1800000000,62,1
2015,GTM,1,1000000000,1000000000,NA,1
2015,HKG,62,258000000000,2150000000,64.5,0.5967741935483871
2015,IDN,19,46950000000,1700000000,66,0.47368421052631576
2015,IND,81,277150000000,1850000000,63,0.38271604938271603
2015,IRL,4,13950000000,2700000000,67.5,0.75
2015,ISR,13,37500000000,3000000000,60,0.7692307692307693
2015,ITA,35,109100000000,1850000000,72.5,0.6285714285714286
2015,JPN,22,92250000000,2225000000,65.5,0.7727272727272727
2015,KAZ,7,15000000000,2100000000,57,0.8571428571428571
2015,KOR,29,76150000000,1650000000.0000002,56,0.27586206896551724
2015,KWT,3,3550000000,1250000000,69,0
2015,LBN,3,8100000000,3300000000,59,0.6666666666666666
2015,LIE,1,2700000000,2700000000,57,0
2015,LTU,1,1000000000,1000000000,47,1
2015,MAR,2,4000000000,2000000000,68,0
2015,MCO,11,65700000000,2200000000,60,0.2727272727272727
2015,MEX,14,138650000000,3400000000,66,0.35714285714285715
2015,MYS,12,38930000000,2225000000,74,0.75
2015,NGA,5,22900000000,2000000000,57,0.8
2015,NLD,7,14400000000,1800000000,73,0.5714285714285714
2015,NOR,8,21150000000,2150000000,60.5,0.375
2015,NPL,1,1300000000,1300000000,59,0
2015,NZL,2,8000000000,4000000000,64,0.5
2015,OMN,1,1200000000,1200000000,63,1
2015,PER,6,8750000000,1425000000,72.5,0.5
2015,PHL,11,51300000000,4400000000,65,0.6363636363636364
2015,POL,4,7500000000,1625000000,52.5,1
2015,PRT,3,8200000000,2000000000,80,0.3333333333333333
2015,ROU,2,2150000000,1075000000,67.5,1
2015,RUS,79,288050000000,2000000000,52,1
2015,SAU,11,53000000000,2100000000,60,0.8181818181818182
2015,SGP,22,61650000000,2050000000,65,0.5909090909090909
2015,SWE,14,70800000000,3350000000,65.5,0.2857142857142857
2015,THA,14,51650000000,1675000000,68,0.6428571428571429
2015,TUR,30,50050000000,1375000000,64.5,0.4666666666666667
2015,TWN,29,65250000000,1650000000.0000002,64,0.6551724137931034
2015,TZA,2,2250000000,1125000000,44.5,0.5
2015,UGA,1,1100000000,1100000000,59,1
2015,UKR,5,11850000000,1300000000,52,1
2015,USA,527,2548050000000,2500000000,65,0.681214421252372
2015,VEN,2,6000000000,3000000000,52,0.5
2015,VGB,1,4800000000,4800000000,64,1
2015,VNM,1,1700000000,1700000000,46,1
2015,ZAF,7,28100000000,2300000000,64,0.7142857142857143
2015,NA,57,199650000000,2400000000,74,0.49122807017543857
2016,AGO,1,3000000000,3000000000,42,0
2016,ARE,16,43000000000,2100000000,64,0.5625
2016,ARG,5,12600000000,2200000000,83,0.4
2016,AUS,22,63000000000,1700000000,68,0.7272727272727273
2016,AUT,5,27100000000,2700000000,69,0.6
2016,BEL,3,7100000000,1200000000,51,0.6666666666666666
2016,BHR,1,1500000000,1500000000,71,0
2016,BHS,1,5300000000,5300000000,79,1
2016,BMU,1,1600000000,1600000000,78,1
2016,BRA,26,85800000000,2200000000,66,0.34615384615384615
2016,CAN,26,86000000000,1700000000,73,0.6923076923076923
2016,CHE,62,227700000000,2200000000,61.5,0.46774193548387094
2016,CHL,10,29000000000,2300000000,68.5,0.4
2016,CHN,263,614200000000,1500000000,52,0.973384030418251
2016,COL,2,10500000000,5250000000,84,1
2016,CYM,1,4500000000,4500000000,69,1
2016,CYP,1,1100000000,1100000000,63,1
2016,CZE,5,17800000000,1900000000,51,1
2016,DEU,91,335300000000,2100000000,65,0.32967032967032966
2016,DNK,5,27800000000,3800000000,67,0.2
2016,DOM,1,2000000000,2000000000,70,0
2016,DZA,1,3100000000,3100000000,72,1
2016,EGY,5,12300000000,2500000000,61,0.6
2016,ESP,22,115100000000,1950000000,68.5,0.45454545454545453
2016,FIN,5,9400000000,1100000000,59,0.2
2016,FRA,30,132100000000,2500000000,68,0.5
2016,GBR,69,258600000000,2300000000,61,0.6956521739130435
2016,GEO,1,4800000000,4800000000,60,1
2016,GGY,1,1900000000,1900000000,63,1
2016,HKG,63,234900000000,2300000000,66,0.5873015873015873
2016,IDN,16,42100000000,1700000000,69.5,0.5625
2016,IND,78,236700000000,1800000000,64,0.4358974358974359
2016,IRL,4,11900000000,2300000000,68.5,0.75
2016,ISR,12,32100000000,2450000000,60,0.75
2016,ITA,38,104900000000,1950000000,72,0.5263157894736842
2016,JPN,25,81500000000,2000000000,67,0.76
2016,KAZ,7,12200000000,1500000000,58,0.8571428571428571
2016,KOR,30,73900000000,1800000000,57.5,0.3333333333333333
2016,LBN,3,6400000000,2500000000,60,0.6666666666666666
2016,LIE,1,2500000000,2500000000,58,0
2016,MAR,2,3200000000,1600000000,69,0
2016,MCO,12,67300000000,2450000000,63,0.3333333333333333
2016,MEX,13,95200000000,2600000000,68,0.3076923076923077
2016,MYS,10,30600000000,1950000000,76.5,0.7
2016,NGA,5,29900000000,1800000000,58,0.8
2016,NLD,8,15600000000,1600000000,72.5,0.5
2016,NOR,9,17300000000,1600000000,57,0.3333333333333333
2016,NPL,1,1100000000,1100000000,60,0
2016,NZL,2,7500000000,3750000000,65,0.5
2016,PER,3,3800000000,1100000000,70,0.3333333333333333
2016,PHL,11,41500000000,3000000000,66,0.6363636363636364
2016,POL,3,7900000000,2500000000,56,0.6666666666666666
2016,PRT,1,2100000000,2100000000,81,0
2016,QAT,1,2000000000,2000000000,68,1
2016,ROU,1,1000000000,1000000000,76,1
2016,RUS,69,237900000000,2300000000,52,1
2016,SAU,7,35800000000,2300000000,65.5,0.7142857142857143
2016,SGP,21,54500000000,1800000000,64,0.5714285714285714
2016,SWE,15,66600000000,2400000000,66,0.3333333333333333
2016,THA,14,42200000000,2100000000,71,0.5714285714285714
2016,TUR,29,43600000000,1300000000,66,0.5517241379310345
2016,TWN,23,47300000000,1400000000,65.5,0.6521739130434783
2016,TZA,1,1100000000,1100000000,40,0
2016,UKR,5,7100000000,1300000000,53,1
2016,USA,533,2377300000000,2400000000,66,0.6735459662288931
2016,VEN,2,5200000000,2600000000,53,0.5
2016,VGB,1,4900000000,4900000000,65,1
2016,VNM,1,1800000000,1800000000,47,1
2016,ZAF,6,21200000000,3350000000,67.5,0.6666666666666666
2016,NA,43,229900000000,3000000000,77,0.4883720930232558
2017,AGO,1,3100000000,3100000000,43,0
2017,ARE,18,56500000000,2250000000,64,0.5
2017,ARG,8,16800000000,1750000000,76.5,0.625
2017,AUS,30,93400000000,1800000000,71,0.7666666666666667
2017,AUT,9,37400000000,2800000000,70,0.4444444444444444
2017,BEL,2,5900000000,2950000000,71.5,0.5
2017,BHR,1,1600000000,1600000000,72,0
2017,BHS,1,5600000000,5600000000,80,1
2017,BMU,1,1800000000,1800000000,79,1
2017,BRA,38,119700000000,2100000000,67,0.34210526315789475
2017,CAN,31,104100000000,1900000000,73,0.7096774193548387
2017,CHE,67,266300000000,2500000000,62,0.5074626865671642
2017,CHL,11,40000000000,2800000000,68,0.36363636363636365
2017,CHN,336,842100000000,1500000000,54,0.9702380952380952
2017,COL,2,13600000000,6800000000,85,1
2017,CYM,1,4500000000,4500000000,70,1
2017,CYP,1,1700000000,1700000000,64,1
2017,CZE,6,23500000000,2300000000,49.5,1
2017,DEU,94,396000000000,2100000000,66,0.3191489361702128
2017,DNK,5,37100000000,3800000000,68,0.2
2017,DOM,1,1400000000,1400000000,71,0
2017,DZA,1,3100000000,3100000000,73,1
2017,EGY,6,16300000000,2250000000,65.5,0.6666666666666666
2017,ESP,25,123700000000,1800000000,70,0.44
2017,FIN,6,11500000000,1650000000,59,0.3333333333333333
2017,FRA,29,154900000000,2600000000,69.5,0.5517241379310345
2017,GBR,74,295100000000,2100000000,62,0.7297297297297297
2017,GEO,1,4500000000,4500000000,61,1
2017,GGY,1,1900000000,1900000000,64,1
2017,HKG,72,286500000000,2000000000,66,0.6527777777777778
2017,IDN,17,44700000000,1700000000,72,0.5294117647058824
2017,IND,90,295000000000,2000000000,65,0.4444444444444444
2017,IRL,4,11100000000,2350000000,69.5,0.75
2017,ISR,13,36500000000,2800000000,62,0.6923076923076923
2017,ITA,37,101300000000,1600000000,71,0.5405405405405406
2017,JPN,31,111200000000,1700000000,69,0.7096774193548387
2017,KAZ,7,14200000000,2100000000,59,0.8571428571428571
2017,KOR,37,91400000000,1600000000,58,0.35135135135135137
2017,KWT,3,4000000000,1300000000,71,0
2017,LBN,2,5200000000,2600000000,66.5,1
2017,LIE,1,2700000000,2700000000,59,0
2017,MAR,3,4500000000,1500000000,59,0.3333333333333333
2017,MCO,11,65600000000,2300000000,61,0.18181818181818182
2017,MEX,14,112500000000,3300000000,69,0.35714285714285715
2017,MYS,11,33200000000,2000000000,75,0.7272727272727273
2017,NGA,3,19600000000,5800000000,63,1
2017,NLD,9,18000000000,1500000000,69,0.4444444444444444
2017,NOR,9,23600000000,2600000000,54,0.4444444444444444
2017,NPL,1,1300000000,1300000000,61,0
2017,NZL,2,10600000000,5300000000,66,0.5
2017,OMN,2,5099999999.999999,2549999999.9999995,78,0.5
2017,PER,5,8400000000,1500000000,71,0.4
2017,PHL,13,42700000000,2500000000,67,0.7692307692307693
2017,POL,4,9900000000,2600000000,54,0.75
2017,PRT,1,2700000000,2700000000,82,0
2017,QAT,2,3700000000,1850000000,63,0.5
2017,ROU,1,1100000000,1100000000,77,1
2017,RUS,87,330600000000,1800000000,53,1
2017,SAU,10,42100000000,2100000000,63,0.9
2017,SGP,25,67800000000,1900000000,66.5,0.6
2017,SVK,1,1100000000,1100000000,49,1
2017,SWE,20,69700000000,2150000000,65,0.3
2017,TCA,1,1600000000,1600000000,71,1
2017,THA,18,60700000000,2000000000,70,0.5
2017,TUR,28,46800000000,1550000000,66.5,0.5714285714285714
2017,TWN,29,69200000000,2000000000,66,0.6896551724137931
2017,TZA,1,1400000000,1400000000,41,0
2017,UKR,6,10600000000,1200000000,52,1
2017,USA,560,2733900000000,2700000000,66,0.6821428571428572
2017,VEN,1,3700000000,3700000000,57,1
2017,VGB,1,5000000000,5000000000,66,1
2017,VNM,2,3600000000,1800000000,47,1
2017,ZAF,8,25900000000,1950000000,68,0.75
2017,NA,33,143000000000,2600000000,80,0.5757575757575758
2018,AGO,1,2600000000,2600000000,44,0
2018,ARE,20,56600000000,2300000000,64.5,0.55
2018,ARG,10,20500000000,1700000000,72,0.6
2018,AUS,36,111300000000,1700000000,70.5,0.7222222222222222
2018,AUT,10,52300000000,3150000000,68.5,0.6
2018,BEL,2,24100000000,12050000000,53,0
2018,BHR,1,1600000000,1600000000,73,0
2018,BHS,1,5000000000,5000000000,81,1
2018,BRA,37,123700000000,2400000000,68,0.3783783783783784
2018,CAN,39,116900000000,1700000000,71,0.7435897435897436
2018,CHE,67,283200000000,2900000000,62,0.5223880597014925
2018,CHL,10,40300000000,2750000000,68.5,0.4
2018,CHN,387,1156300000000,1700000000,54,0.979328165374677
2018,COL,2,14900000000,7450000000,86,1
2018,CYM,2,5800000000,2900000000,74.5,1
2018,CYP,1,1900000000,1900000000,65,1
2018,CZE,6,30100000000,3050000000,50.5,1
2018,DEU,106,502600000000,2450000000,66,0.330188679245283
2018,DNK,9,41600000000,5400000000,60,0.1111111111111111
2018,DOM,1,1100000000,1100000000,72,0
2018,DZA,1,4000000000,4000000000,74,1
2018,EGY,5,16600000000,2700000000,63,0.6
2018,ESP,28,133700000000,2050000000,69,0.4642857142857143
2018,FIN,6,13500000000,2000000000,60,0.3333333333333333
2018,FRA,30,240000000000,2850000000,69,0.5333333333333333
2018,GBR,75,335400000000,2500000000,63,0.7333333333333333
2018,GEO,1,4600000000,4600000000,62,1
2018,GGY,1,2300000000,2300000000,65,1
2018,GRC,1,1100000000,1100000000,85,1
2018,HKG,74,366600000000,2500000000,67,0.6486486486486487
2018,HUN,1,1100000000,1100000000,64,1
2018,IDN,17,63000000000,1700000000,73,0.5882352941176471
2018,IND,111,416200000000,2100000000,65.5,0.4594594594594595
2018,IRL,5,11800000000,2300000000,67,0.8
2018,ISR,15,38200000000,1900000000,64,0.6666666666666666
2018,ITA,35,113300000000,2000000000,72,0.5142857142857142
2018,JPN,33,133800000000,2000000000,70,0.7575757575757576
2018,KAZ,7,18800000000,2600000000,60,0.8571428571428571
2018,KHM,1,3300000000,3300000000,70,1
2018,KOR,43,125700000000,1700000000,59,0.4186046511627907
2018,KWT,3,3800000000,1200000000,72,0
2018,LBN,3,7000000000,2700000000,62,0.6666666666666666
2018,LIE,1,3900000000,3900000000,60,0
2018,MAR,2,3800000000,1900000000,71,0
2018,MCO,12,43100000000,1950000000,62,0.25
2018,MEX,15,136700000000,3400000000,70,0.3333333333333333
2018,MYS,13,44700000000,2500000000,72,0.6153846153846154
2018,NGA,3,20900000000,5300000000,64,1
2018,NLD,8,18200000000,1750000000,66,0.5
2018,NOR,10,28000000000,2200000000,55.5,0.5
2018,NPL,1,1500000000,1500000000,62,0
2018,NZL,2,11400000000,5700000000,67,0.5
2018,OMN,1,3900000000,3900000000,79,1
2018,PER,6,10900000000,1500000000,72,0.5
2018,PHL,12,55300000000,3450000000,74.5,0.75
2018,POL,6,13800000000,2100000000,52.5,0.8333333333333334
2018,PRT,1,5100000000,5100000000,83,0
2018,QAT,2,2800000000,1400000000,64,0.5
2018,ROU,1,1200000000,1200000000,78,1
2018,RUS,91,365500000000,1900000000,54,1
2018,SAU,1,1300000000,1300000000,39,0
2018,SGP,27,78200000000,2000000000,64,0.6296296296296297
2018,SVK,1,1300000000,1300000000,50,1
2018,SWE,21,72700000000,1600000000,66,0.2857142857142857
2018,SYC,1,1000000000,1000000000,73,1
2018,TCA,1,1700000000,1700000000,72,1
2018,THA,28,91400000000,2000000000,66,0.4642857142857143
2018,TUR,34,61300000000,1500000000,63.5,0.6176470588235294
2018,TWN,32,75400000000,1900000000,67,0.65625
2018,TZA,1,1500000000,1500000000,42,0
2018,UKR,7,13200000000,1400000000,54,1
2018,USA,591,3106600000000,2800000000,67,0.6802030456852792
2018,VEN,1,4400000000,4400000000,58,1
2018,VGB,1,5000000000,5000000000,67,1
2018,VNM,4,10500000000,2450000000,53,1
2018,ZAF,5,20900000000,2600000000,65,0.6
2018,NA,21,96300000000,3500000000,85,0.47619047619047616
2019,AGO,1,2300000000,2300000000,45,0
2019,ARE,19,49900000000,2400000000,65,0.5789473684210527
2019,ARG,5,11900000000,1600000000,86,0.6
2019,AUS,33,112700000000,1800000000,72,0.7272727272727273
2019,AUT,10,49500000000,3400000000,69.5,0.6
2019,BEL,3,24800000000,1400000000,54,0.3333333333333333
2019,BHR,1,1500000000,1500000000,74,0
2019,BHS,2,6400000000,3200000000,70.5,1
2019,BRA,53,135200000000,2000000000,65,0.3584905660377358
2019,CAN,37,120100000000,1800000000,69,0.7297297297297297
2019,CHE,65,251800000000,2700000000,63.5,0.5384615384615384
2019,CHL,10,35400000000,2500000000,69.5,0.4
2019,CHN,341,1028000000000,1700000000,55.5,0.9794721407624634
2019,COL,2,13500000000,6750000000,87,1
2019,CYM,2,6600000000,3300000000,75.5,1
2019,CYP,1,1800000000,1800000000,66,1
2019,CZE,7,29200000000,2900000000,54,1
2019,DEU,99,439500000000,2600000000,67.5,0.3434343434343434
2019,DNK,8,32600000000,4700000000,41.5,0
2019,DOM,1,1100000000,1100000000,73,0
2019,DZA,1,3700000000,3700000000,75,1
2019,EGY,5,14300000000,2300000000,64,0.6
2019,ESP,28,117500000000,1750000000,70,0.42857142857142855
2019,FIN,6,11800000000,1450000000,61,0.3333333333333333
2019,FRA,33,276800000000,4099999999.999999,68.5,0.45454545454545453
2019,GBR,70,283900000000,2500000000,63.5,0.7285714285714285
2019,GEO,1,4900000000,4900000000,63,1
2019,GGY,1,2200000000,2200000000,66,1
2019,GRC,1,1700000000,1700000000,86,1
2019,HKG,78,353500000000,2450000000,67,0.5897435897435898
